filename,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,Annotation,label
10.WAV,-187.8349151611328,49.854251861572266,-6.525050640106201,4.7077717781066895,1.3341161012649536,1.6936768293380737,6.264960765838623,2.51977276802063,1.2060575485229492,3.0039024353027344,0.008856185711920261,2.7491984367370605,-0.6469305753707886,-0.7631439566612244,0.33564138412475586,-4.108883380889893,-0.43410634994506836,-2.9497978687286377,-0.7190852165222168,-3.5121753215789795,0.49302273988723755,0.5123182535171509,-0.5221312046051025,0.031942568719387054,-1.5783253908157349,-0.8058247566223145,-1.1344741582870483,-0.0685541182756424,1.164040446281433,1.8266651630401611,-0.3442324101924896,1.9543527364730835,0.444205105304718,2.2528610229492188,0.985763430595398,1.8855650424957275,-0.026572108268737793,-0.801063060760498,-0.5710891485214233,-0.8222230672836304,vibra_flor_1,Augochloropsis
10.WAV,-211.6767578125,48.16474533081055,-1.568784475326538,3.7101266384124756,-3.7305219173431396,-3.2799971103668213,-0.34359830617904663,-0.07325739413499832,0.7463827133178711,-0.21236738562583923,0.2431410551071167,0.8225008249282837,1.9365458488464355,-2.209036111831665,2.477851152420044,0.33107221126556396,-0.16871973872184753,-0.8083875179290771,2.1866655349731445,0.6531776785850525,0.09005191177129745,0.5955784916877747,-0.8922640085220337,0.8108124732971191,-0.13648881018161774,0.06806859374046326,-1.589024543762207,1.7084330320358276,-1.460313081741333,0.5447617173194885,-1.1673951148986816,0.14415580034255981,-1.0241776704788208,-0.240914449095726,-0.5747520327568054,-0.19395649433135986,-0.6032516360282898,0.036737412214279175,-0.6894671320915222,0.04039466753602028,vibra_flor_1,Augochloropsis
10.WAV,-232.6968994140625,81.41020965576172,37.01865768432617,20.403470993041992,16.442811965942383,14.57547664642334,11.206917762756348,6.474152088165283,6.047267436981201,5.47059965133667,5.408819675445557,5.811337471008301,3.7665231227874756,6.466689109802246,4.673531532287598,2.3271663188934326,3.6737873554229736,0.6687483787536621,0.5821786522865295,3.076545000076294,0.28994062542915344,1.5469598770141602,2.0664961338043213,-0.48659050464630127,0.6534140110015869,0.1659507155418396,-0.48542729020118713,1.221339225769043,0.4746178984642029,1.1114941835403442,1.6732319593429565,1.3168309926986694,1.2503401041030884,0.9586839079856873,-0.1319073736667633,-0.1311335563659668,-0.7659245729446411,-0.8795928955078125,-0.4834632873535156,-0.7538076043128967,voo,Augochloropsis
91.WAV,-185.5870819091797,73.07979583740234,8.960753440856934,14.774914741516113,6.392627716064453,13.652941703796387,10.269502639770508,3.9911417961120605,4.798810958862305,3.9143919944763184,9.102607727050781,5.7514848709106445,6.165423393249512,4.7709527015686035,4.924590110778809,3.4576926231384277,5.034234046936035,3.4289050102233887,0.4816410541534424,0.22555944323539734,0.4511915147304535,0.38203325867652893,2.105996608734131,2.3452248573303223,3.339211940765381,3.1604976654052734,1.2858185768127441,2.385746717453003,1.0048338174819946,2.092751979827881,-0.14480891823768616,0.20764628052711487,-1.7594273090362549,-1.076507329940796,-2.5757434368133545,-1.0587577819824219,-0.8720876574516296,0.38346126675605774,0.6849176287651062,0.5857532620429993,vibra_flor_1,Augochloropsis
79.WAV,-176.0424346923828,23.128116607666016,1.009835124015808,1.9768366813659668,10.874933242797852,2.4488370418548584,9.874375343322754,-8.328089714050293,-2.7917895317077637,3.4546918869018555,1.6108461618423462,2.9717609882354736,1.990134358406067,1.3210359811782837,-1.5425046682357788,0.7843949198722839,7.126956462860107,5.263760089874268,9.204065322875977,7.149738311767578,5.627219200134277,2.789644956588745,0.29163116216659546,-1.6177369356155396,-4.226665496826172,-5.0978546142578125,-4.278933525085449,-0.34004729986190796,3.2058777809143066,6.076023578643799,2.278491973876953,-0.4696657955646515,-3.7639145851135254,0.4423319399356842,0.8302143812179565,2.5130178928375244,0.9199415445327759,0.3083153963088989,-0.8516568541526794,-1.3593971729278564,vibra_flor_1,Augochloropsis
79.WAV,-249.48451232910156,88.08760070800781,29.755359649658203,3.6065356731414795,7.679555416107178,-0.5247304439544678,2.5560996532440186,-5.152029991149902,-2.9621431827545166,-1.6713383197784424,2.8597564697265625,1.2402254343032837,1.2138339281082153,0.9767273664474487,-1.8646728992462158,-1.8970049619674683,-1.0301231145858765,0.3016775846481323,-0.34168967604637146,0.6762431859970093,-0.4277534484863281,1.139405369758606,1.4811899662017822,3.8483171463012695,5.027212142944336,6.777309894561768,5.909504413604736,5.4222564697265625,2.7088780403137207,0.765867292881012,-2.04939866065979,-1.9699742794036865,-1.8176518678665161,-0.1632455736398697,-0.2113751322031021,0.6764110326766968,0.4094795286655426,1.0654385089874268,0.9609836339950562,0.7074762582778931,voo,Augochloropsis
72_90.WAV,-255.5559539794922,62.533111572265625,9.30088996887207,6.245489120483398,11.985185623168945,10.531091690063477,11.661766052246094,4.740428447723389,4.5677642822265625,4.646099090576172,4.974605083465576,6.16668176651001,5.261584758758545,3.943114757537842,3.8331353664398193,3.781378746032715,3.4971065521240234,3.1639091968536377,2.5788137912750244,3.3049798011779785,2.0415685176849365,2.1138534545898438,1.3583608865737915,2.060432195663452,1.9039034843444824,2.267167091369629,1.405285120010376,2.099454402923584,0.8021454811096191,2.205989360809326,2.261625289916992,2.938530921936035,2.8951659202575684,2.5519418716430664,0.5746716856956482,0.6544963717460632,-1.1185296773910522,-0.4808240234851837,-0.29343363642692566,0.013917867094278336,voo,Augochloropsis
72_90.WAV,-280.14605712890625,54.29795455932617,7.884189128875732,6.636130332946777,13.497029304504395,9.726293563842773,9.289382934570312,3.105898380279541,4.357107162475586,1.5835901498794556,3.3297934532165527,3.8827965259552,2.687952756881714,4.4337477684021,2.661498785018921,3.185669422149658,2.0438733100891113,2.267279863357544,1.3840386867523193,2.554058790206909,0.540703535079956,2.0558645725250244,1.3842476606369019,0.5039798021316528,0.4781966209411621,1.3277251720428467,0.8700125217437744,1.9920634031295776,0.9278371334075928,2.313749074935913,1.891154408454895,2.633251190185547,1.844157099723816,2.435469627380371,0.46184539794921875,0.6140084862709045,-0.651013195514679,-0.6239899396896362,-0.736762523651123,-0.21230459213256836,voo,Augochloropsis
72_90.WAV,-259.0304870605469,73.00444793701172,25.110809326171875,10.79428482055664,16.82129669189453,7.349238395690918,8.206958770751953,3.186375617980957,3.7542197704315186,0.6098819971084595,2.533198118209839,3.3861260414123535,4.104186534881592,4.4006500244140625,4.304931640625,3.2301480770111084,2.1688296794891357,1.8169846534729004,1.1935652494430542,3.287492513656616,1.3439161777496338,2.0221216678619385,1.0703550577163696,0.22160324454307556,0.3896828889846802,1.401593804359436,0.961911141872406,1.5768218040466309,1.0084019899368286,2.443150758743286,2.8166494369506836,4.343719005584717,4.154096603393555,4.041370868682861,0.49671000242233276,0.1650839000940323,-1.600422739982605,-1.3574892282485962,-1.5687766075134277,-0.48608073592185974,voo,Augochloropsis
72_90.WAV,-218.15501403808594,48.403865814208984,6.250519752502441,-3.652588129043579,8.98592758178711,19.618825912475586,14.956873893737793,5.80729866027832,10.039868354797363,0.8032132387161255,0.6141584515571594,4.036953926086426,5.045070171356201,1.0642411708831787,5.870523452758789,-0.8888541460037231,1.020555853843689,0.9170700311660767,1.1559604406356812,1.663069725036621,1.2016624212265015,2.563272714614868,3.2632477283477783,2.0105981826782227,2.246281385421753,4.094600677490234,4.232966423034668,4.870553970336914,2.941462993621826,3.4619436264038086,-0.06002423167228699,2.1170196533203125,-0.6590587496757507,-0.2407902181148529,-1.4647526741027832,0.31130483746528625,-0.4578288197517395,-0.008501887321472168,-0.08856040984392166,0.8010748624801636,vibra_flor_1,Augochloropsis
